INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,092 [DefaultQuartzScheduler_Worker-4] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: ' 		SELECT last_id from rhnIndexerWork where object_type='errata' 	' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,239 [DefaultQuartzScheduler_Worker-4] INFO  com.redhat.satellite.search.scheduler.tasks.IndexErrataTask - found [0] errata to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,240 [DefaultQuartzScheduler_Worker-9] INFO  com.redhat.satellite.search.scheduler.tasks.IndexPackagesTask - found [0] packages to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,245 [DefaultQuartzScheduler_Worker-6] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT last_modified from rhnIndexerWork where object_type='server_custom_info'     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,248 [DefaultQuartzScheduler_Worker-3] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT last_modified from rhnIndexerWork where object_type='hwdevice'     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,250 [DefaultQuartzScheduler_Worker-2] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - class com.redhat.satellite.search.scheduler.tasks.IndexSystemsTaskfound [0] items to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,254 [DefaultQuartzScheduler_Worker-3] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '             SELECT                 hw.id as id,                 hw.server_id as serverId,                 hw.class as classInfo,                 hw.bus as bus,                 hw.detached as detached,                 hw.device as device,                 hw.driver as driver,                 hw.description as description,                 hw.vendor_id as vendorId,                 hw.device_id as deviceId,                 hw.subvendor_id as subVendorId,                 hw.subdevice_id as subDeviceId,                 hw.pcitype as pciType             FROM rhnHwDevice hw             WHERE hw.id > ?             ORDER by hw.id ASC     ' with bind parameters: {1=11274}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,255 [DefaultQuartzScheduler_Worker-2] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT id from rhnServer     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,258 [DefaultQuartzScheduler_Worker-6] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '              SELECT                 rscdv.key_id as id,                 rscdv.server_id as serverId,                 rscdv.value as value,                 rscdv.created_by as createdBy,                 rscdv.last_modified_by as lastModifiedBy,                 TO_CHAR(rscdv.created, 'YYYY-MM-DD HH24-MI-SS') as created,                 TO_CHAR(rscdv.modified, 'YYYY-MM-DD HH24-MI-SS') as modified             FROM rhnServerCustomDataValue rscdv             WHERE rscdv.key_id > ? OR rscdv.modified > ?             ORDER by rscdv.key_id ASC     ' with bind parameters: {1=3, 2=2009-01-12 13:47:07.0}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,259 [DefaultQuartzScheduler_Worker-3] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - class com.redhat.satellite.search.scheduler.tasks.IndexHardwareDevicesTaskfound [0] items to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,261 [DefaultQuartzScheduler_Worker-5] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '              SELECT                 rt.id as id,                 rst.snapshot_id as snapshotId,                 rtn.id as tagNameId,                 rst.server_id as serverId,                 rt.org_id as orgId,                 rtn.name as name,                 TO_CHAR(rst.created, 'YYYY-MM-DD HH24-MI-SS') as created,                 TO_CHAR(rst.modified, 'YYYY-MM-DD HH24-MI-SS') as modified             FROM rhnSnapshotTag rst                 INNER JOIN rhnTag rt on rst.tag_id = rt.id                 INNER JOIN rhnTagName rtn on rt.name_id = rtn.id             WHERE rst.tag_id > ? OR rst.modified > ?             ORDER by rst.snapshot_id ASC     ' with bind parameters: {1=4, 2=2009-01-12 13:47:07.0}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,264 [DefaultQuartzScheduler_Worker-6] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - class com.redhat.satellite.search.scheduler.tasks.IndexServerCustomInfoTaskfound [0] items to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,265 [DefaultQuartzScheduler_Worker-3] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT id from rhnHwDevice     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,266 [DefaultQuartzScheduler_Worker-6] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT key_id from rhnServerCustomDataValue     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,268 [DefaultQuartzScheduler_Worker-5] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - class com.redhat.satellite.search.scheduler.tasks.IndexSnapshotTagsTaskfound [0] items to index
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,269 [DefaultQuartzScheduler_Worker-5] DEBUG net.rkbloom.logdriver.LogPreparedStatement - executing PreparedStatement: '         SELECT snapshot_id from rhnSnapshotTag     ' with bind parameters: {}
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,282 [DefaultQuartzScheduler_Worker-6] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - Deleted 0 records from index <serverCustomInfo>
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,282 [DefaultQuartzScheduler_Worker-5] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - Deleted 0 records from index <snapshotTag>
INFO   | jvm 1    | 2009/01/13 09:21:17 | 2009-01-13 09:21:17,296 [DefaultQuartzScheduler_Worker-2] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - Deleted 0 records from index <server>
INFO   | jvm 1    | 2009/01/13 09:21:18 | 2009-01-13 09:21:18,108 [DefaultQuartzScheduler_Worker-3] INFO  com.redhat.satellite.search.scheduler.tasks.GenericIndexTask - Deleted 0 records from index <hwdevice>
